"","FACE","TERM_FLAG","GENDER","AGE","MARSTAT","EDUCATION","SAGE","SEDUCATION","NUMHH","INCOME","CHARITY","logFACE","logINCOME","logCHARITY","FACEratio","AGEdiff"
"103",2500000,1,1,47,1,17,48,17,4,90000,20000,14.7318012898384,11.4075649493124,9.90348755253613,27.7777777777778,1
"104",50000,1,1,48,0,13,0,0,1,40000,0,10.8197782844103,10.5966347330961,0,1.25,0
"105",0,0,1,31,0,16,0,0,1,90000,3000,0,11.4075649493124,8.00636756765025,0,0
"106",41000,1,1,35,0,16,0,0,1,43000,0,10.6213273456864,10.6689553946757,0,0.953488372093023,0
"107",0,0,1,47,1,12,43,12,5,50000,12000,0,10.8197782844103,9.39266192877014,0,4
"108",0,0,1,29,1,15,24,14,4,63000,1200,0,11.0508900053737,7.09007683577609,0,5
"109",110000,1,1,54,1,16,50,12,2,90000,0,11.6082356447746,11.4075649493124,0,1.22222222222222,4
"110",115000,1,1,49,1,13,47,14,3,72000,0,11.6526874073454,11.1844213979982,0,1.59722222222222,2
"111",0,0,0,57,0,16,0,0,1,75000000,250000,0,18.1329986715006,12.4292161968444,0,0
"112",0,0,1,85,1,14,74,14,2,216000,0,0,12.2830336866663,0,0,11
"113",0,0,0,47,0,12,0,0,7,13000,1200,0,9.47270463644367,7.09007683577609,0,0
"114",300000,1,1,43,1,12,41,12,5,14000,4000,12.6115377536383,9.5468126085974,8.29404964010203,21.4285714285714,2
"115",0,0,1,32,1,11,34,12,5,18000,0,0,9.7981270368783,0,0,2
"116",0,0,0,43,0,13,0,0,4,35000,2000,0,10.4631033404715,7.60090245954208,0,0
"117",10000,1,1,49,1,14,44,12,2,16000,500,9.21034037197618,9.68034400122192,6.21460809842219,0.625,5
"118",0,0,1,22,0,15,0,0,2,9500,0,0,9.15904707758863,0,0,0
"119",250000,1,1,37,1,16,35,16,4,86000,1000,12.4292161968444,11.3621025752356,6.90775527898214,2.90697674418605,2
"120",2500000,1,1,31,1,12,30,14,3,60000,0,14.7318012898384,11.0020998412042,0,41.6666666666667,1
"121",20000,1,1,52,1,12,47,9,2,28000,0,9.90348755253613,10.2399597891573,0,0.714285714285714,5
"122",10000,1,1,41,1,11,40,12,2,44000,0,9.21034037197618,10.6919449129004,0,0.227272727272727,1
"123",7000,1,1,34,0,16,0,0,2,28000,0,8.85366542803745,10.2399597891573,0,0.25,0
"124",634000,1,1,46,1,16,37,16,3,158000,1200,13.3598042334194,11.9703503120091,7.09007683577609,4.0126582278481,9
"125",0,0,1,38,1,16,34,16,5,208000,0,0,12.2452933586835,0,0,4
"126",650000,1,1,31,1,14,29,16,3,82000,9800,13.3847276418718,11.3144745262464,9.19013766465866,7.92682926829268,2
"127",0,0,1,47,1,12,45,17,3,90000,500,0,11.4075649493124,6.21460809842219,0,2
"128",1500000,1,1,41,1,17,40,17,5,200000,3500,14.2209756660724,12.2060726455302,8.1605182474775,7.5,1
"129",3000000,1,1,53,1,16,53,16,4,476000,10000,14.9141228466324,13.0731731332136,9.21034037197618,6.30252100840336,0
"130",350000,1,0,58,0,16,0,0,1,82000,2000,12.7656884334656,11.3144745262464,7.60090245954208,4.26829268292683,0
"132",1000000,1,1,37,1,12,41,16,5,62000,7500,13.8155105579643,11.0348896640272,8.9226582995244,16.1290322580645,4
"133",3000000,1,1,44,1,17,41,16,5,320000,2000,14.9141228466324,12.6760762747759,7.60090245954208,9.375,3
"134",0,0,1,33,1,17,30,17,2,371000,620,0,12.8239573415896,6.42971947803914,0,3
"135",10000000,1,1,51,1,17,52,17,4,320000,75000,16.1180956509583,12.6760762747759,11.2252433925184,31.25,1
"136",0,0,1,37,1,13,37,17,3,41000,0,0,10.6213273456864,0,0,0
"137",0,0,1,28,1,14,29,12,5,50000,0,0,10.8197782844103,0,0,1
"138",0,0,0,48,0,17,0,0,2,37000,0,0,10.5186731916264,0,0,0
"139",300000,1,1,62,1,16,66,15,2,98000,4000,12.6115377536383,11.4927227576527,8.29404964010203,3.06122448979592,4
"140",0,0,1,31,1,16,25,8,4,60000,0,0,11.0020998412042,0,0,6
"141",250000,1,1,52,1,14,47,12,2,113000,500,12.4292161968444,11.6351430976945,6.21460809842219,2.21238938053097,5
"142",0,0,1,49,1,16,47,17,5,450000,5000,0,13.0170028617465,8.51719319141624,0,2
"143",2000000,1,1,50,1,17,46,17,5,10000000,245000,14.5086577385242,16.1180956509583,12.4090134895269,0.2,4
"144",0,0,1,64,1,12,62,14,2,31000,2500,0,10.3417424834673,7.82404601085629,0,2
"145",750000,1,1,46,1,16,48,16,5,120000,5500,13.5278284855125,11.6952470217642,8.61250337122056,6.25,2
"146",0,0,1,65,1,12,62,11,2,23000,500,0,10.0432494949113,6.21460809842219,0,3
"147",0,0,0,24,0,12,0,0,3,13000,0,0,9.47270463644367,0,0,0
"148",0,0,1,34,1,14,30,14,6,15000,0,0,9.61580548008435,0,0,4
"149",0,0,1,29,0,13,0,0,2,21000,0,0,9.95227771670556,0,0,0
"150",500000,1,1,61,1,17,57,16,2,150000,10000,13.1223633774043,11.9183905730784,9.21034037197618,3.33333333333333,4
"151",100000,1,1,23,1,10,22,12,3,34000,0,11.5129254649702,10.4341158035983,0,2.94117647058824,1
"152",100000,1,1,31,1,17,26,17,2,100000,1000,11.5129254649702,11.5129254649702,6.90775527898214,1,5
"153",0,0,1,46,1,12,46,16,5,29000,0,0,10.2750511089686,0,0,0
"154",0,0,1,74,1,16,60,12,3,500000,1100,0,13.1223633774043,7.00306545878646,0,14
"155",500000,1,1,47,1,16,51,14,4,52000,0,13.1223633774043,10.8589989975636,0,9.61538461538461,4
"156",280000,1,1,51,1,13,50,13,2,96000,1800,12.5425448821514,11.47210347045,7.49554194388426,2.91666666666667,1
"157",0,0,1,21,0,15,0,0,5,500,0,0,6.21460809842219,0,0,0
"158",42000,1,1,51,1,16,38,13,4,250000,0,10.6454248972655,12.4292161968444,0,0.168,13
"159",0,0,0,40,0,13,0,0,1,45000,0,0,10.7144177687525,0,0,0
"160",750000,1,1,38,1,17,39,17,4,123000,1200,13.5278284855125,11.7199396343546,7.09007683577609,6.09756097560976,1
"161",0,0,0,27,0,12,0,0,1,21000,0,0,9.95227771670556,0,0,0
"162",0,0,1,58,0,16,0,0,1,19000,0,0,9.85219425814858,0,0,0
"163",10000,1,1,35,1,12,32,16,2,28000,0,9.21034037197618,10.2399597891573,0,0.357142857142857,3
"164",0,0,1,33,1,16,34,16,4,47000,0,0,10.7579028806922,0,0,1
"165",0,0,1,33,1,12,35,12,6,17000,0,0,9.74096862303835,0,0,2
"166",1750000,1,1,39,1,17,37,16,8,300000,40000,14.3751263458997,12.6115377536383,10.5966347330961,5.83333333333333,2
"167",100000,1,1,47,1,17,47,17,3,104000,5300,11.5129254649702,11.5521461781235,8.57546209954021,0.961538461538462,0
"168",0,0,0,24,0,16,0,0,1,17000,0,0,9.74096862303835,0,0,0
"169",0,0,1,30,1,12,25,11,4,59000,0,0,10.9852927228879,0,0,5
"170",0,0,1,80,1,12,64,12,2,72000,1000,0,11.1844213979982,6.90775527898214,0,16
"172",300000,1,1,26,1,16,26,16,2,33000,0,12.6115377536383,10.4042628404486,0,9.09090909090909,0
"173",3100000,1,1,55,1,17,55,17,5,100000,8100,14.9469126694554,11.5129254649702,8.99961934066053,31,0
"174",1800000,1,1,50,1,17,48,17,2,1010000,25000,14.4032972228664,13.8254608888174,10.1266311038503,1.78217821782178,2
"175",100000,1,1,40,0,8,0,0,1,36000,0,11.5129254649702,10.4912742174382,0,2.77777777777778,0
"176",50000,1,0,59,0,15,0,0,1,40000,500,10.8197782844103,10.5966347330961,6.21460809842219,1.25,0
"177",87000,1,1,65,1,14,61,12,2,79000,3100,11.3736633976367,11.2772031314492,8.03915739047324,1.10126582278481,4
"178",0,0,1,24,1,12,20,12,2,26000,0,0,10.1658518170036,0,0,4
"180",0,0,1,27,0,12,0,0,1,10000,0,0,9.21034037197618,0,0,0
"181",0,0,0,22,0,16,0,0,1,12000,0,0,9.39266192877014,0,0,0
"183",125000,1,1,55,1,13,49,12,4,82000,1500,11.7360690162844,11.3144745262464,7.3132203870903,1.52439024390244,6
"184",125000,1,1,41,1,12,40,14,4,96000,1700,11.7360690162844,11.47210347045,7.43838353004431,1.30208333333333,1
"186",160000,1,1,52,1,14,36,17,2,180000,1000,11.982929094216,12.1007121298723,6.90775527898214,0.888888888888889,16
"187",5000,1,1,57,1,16,54,16,2,394000,6100,8.51719319141624,12.8841061882801,8.7160440501614,0.0126903553299492,3
"188",0,0,1,28,1,13,23,12,2,32000,0,0,10.3734911817819,0,0,5
"189",0,0,1,48,1,17,35,14,6,36000,0,0,10.4912742174382,0,0,13
"190",50000,1,1,35,1,14,26,12,5,34000,0,10.8197782844103,10.4341158035983,0,1.47058823529412,9
"191",0,0,1,56,1,12,55,12,2,5000,0,0,8.51719319141624,0,0,1
"192",250000,1,1,61,1,17,60,16,2,145000,860,12.4292161968444,11.8844890214027,6.75693238924755,1.72413793103448,1
"193",0,0,1,78,1,17,77,12,2,61000,2500,0,11.0186291431554,7.82404601085629,0,1
"194",5000,1,1,37,1,12,62,14,3,47000,3000,8.51719319141624,10.7579028806922,8.00636756765025,0.106382978723404,25
"195",100000,1,1,27,1,12,26,8,5,25000,0,11.5129254649702,10.1266311038503,0,4,1
"196",10000,1,1,66,1,14,63,12,2,112000,0,9.21034037197618,11.6262541502772,0,0.0892857142857143,3
"197",0,0,1,37,1,16,36,16,3,105000,1500,0,11.5617156291397,7.3132203870903,0,1
"198",0,0,1,70,1,17,63,16,2,53000,24000,0,10.8780471925343,10.0858091093301,0,7
"199",0,0,1,37,1,17,38,14,4,119000,0,0,11.6868787720937,0,0,1
"200",20000,1,1,35,1,12,32,12,5,65000,0,9.90348755253613,11.0821425488778,0,0.307692307692308,3
"201",5250000,1,1,60,1,16,59,17,2,30000,42000,15.4737386345678,10.3089526606443,10.6454248972655,175,1
"202",400000,1,1,45,1,16,45,16,4,185000,12000,12.8992198260901,12.1281111040605,9.39266192877014,2.16216216216216,0
"203",0,0,0,27,0,12,0,0,1,11000,0,0,9.30565055178051,0,0,0
"204",50000,1,1,59,1,17,62,13,2,173000,1000,10.8197782844103,12.0610468734799,6.90775527898214,0.289017341040462,3
"205",400000,1,1,82,1,16,78,14,2,420000,69000,12.8992198260901,12.9480099902596,11.1418617835794,0.952380952380952,4
"206",5000,1,0,59,0,15,0,0,1,25000,0,8.51719319141624,10.1266311038503,0,0.2,0
"207",500000,1,1,28,1,16,30,14,4,38000,4000,13.1223633774043,10.5453414387085,8.29404964010203,13.1578947368421,2
"208",0,0,1,58,1,14,56,12,3,76000,750,0,11.2384886192685,6.62007320653036,0,2
"209",40000,1,0,61,0,12,0,0,2,28000,0,10.5966347330961,10.2399597891573,0,1.42857142857143,0
"210",0,0,1,48,1,13,54,15,3,80000,500,0,11.289781913656,6.21460809842219,0,6
"211",3500000,1,1,51,1,17,46,16,4,250000,1000,15.0682735264596,12.4292161968444,6.90775527898214,14,5
"212",200000,1,1,50,1,14,43,16,3,126000,5000,12.2060726455302,11.7440371859336,8.51719319141624,1.58730158730159,7
"213",300000,1,1,50,1,14,49,16,2,88000,700,12.6115377536383,11.3850920934603,6.5510803350434,3.40909090909091,1
"214",25000,1,1,52,1,16,51,14,5,95000,690,10.1266311038503,11.4616321705827,6.5366915975913,0.263157894736842,1
"215",5000000,1,1,32,1,16,31,16,3,138000,1000,15.4249484703984,11.8350089641393,6.90775527898214,36.231884057971,1
"216",0,0,1,30,1,12,33,14,3,75000,0,0,11.2252433925184,0,0,3
"217",0,0,1,47,1,15,52,14,5,101000,0,0,11.5228757958234,0,0,5
"218",0,0,0,55,0,16,0,0,1,32000,0,0,10.3734911817819,0,0,0
"219",0,0,1,46,1,16,44,17,4,200000,10000,0,12.2060726455302,9.21034037197618,0,2
"220",284000,1,1,60,1,14,59,16,2,104000,800,12.5567295171433,11.5521461781235,6.68461172766793,2.73076923076923,1
"221",50000,1,1,27,1,11,26,14,4,55000,1000,10.8197782844103,10.9150884642146,6.90775527898214,0.909090909090909,1
"222",5000,1,0,67,0,14,0,0,3,5000,0,8.51719319141624,8.51719319141624,0,1,0
"223",0,0,0,54,0,14,0,0,1,83000,1000,0,11.3265958867787,6.90775527898214,0,0
"224",0,0,1,21,1,14,20,14,2,27000,0,0,10.2035921449865,0,0,1
"226",35000,1,1,70,1,17,71,16,2,20000,0,10.4631033404715,9.90348755253613,0,1.75,1
"227",10000,1,0,58,0,12,0,0,1,36000,0,9.21034037197618,10.4912742174382,0,0.277777777777778,0
"228",247000,1,1,33,0,17,0,0,1,76000,0,12.4171436156101,11.2384886192685,0,3.25,0
"229",52000,1,1,60,1,13,58,14,2,51000,3100,10.8589989975636,10.8395809117065,8.03915739047324,1.01960784313725,2
"230",100000,1,1,36,1,10,45,12,4,44000,0,11.5129254649702,10.6919449129004,0,2.27272727272727,9
"232",35000,1,1,66,1,13,63,12,2,19000,0,10.4631033404715,9.85219425814858,0,1.84210526315789,3
"233",0,0,0,24,0,16,0,0,3,25000,0,0,10.1266311038503,0,0,0
"234",0,0,1,61,1,17,57,12,5,7000,0,0,8.85366542803745,0,0,4
"235",200000,1,1,44,1,14,44,14,2,60000,0,12.2060726455302,11.0020998412042,0,3.33333333333333,0
"236",2100000,1,1,43,1,14,38,16,5,497000,34000,14.5574479026937,13.1163453050788,10.4341158035983,4.22535211267606,5
"237",15000,1,0,37,0,13,0,0,3,17000,0,9.61580548008435,9.74096862303835,0,0.882352941176471,0
"238",23000,1,1,41,0,12,0,0,1,18000,0,10.0432494949113,9.7981270368783,0,1.27777777777778,0
"239",9500,1,0,62,0,17,0,0,1,61000,2800,9.15904707758863,11.0186291431554,7.9373746961633,0.155737704918033,0
"240",0,0,0,42,0,13,0,0,3,16000,0,0,9.68034400122192,0,0,0
"241",0,0,1,65,1,12,48,12,3,11000,0,0,9.30565055178051,0,0,17
"242",50000,1,0,47,0,16,0,0,3,34000,0,10.8197782844103,10.4341158035983,0,1.47058823529412,0
"243",0,0,1,24,0,12,0,0,1,19000,0,0,9.85219425814858,0,0,0
"244",60000,1,0,53,0,16,0,0,1,63000,500,11.0020998412042,11.0508900053737,6.21460809842219,0.952380952380952,0
"245",10000,1,1,77,1,10,65,9,2,4000,0,9.21034037197618,8.29404964010203,0,2.5,12
"246",0,0,1,34,0,16,0,0,1,21000,0,0,9.95227771670556,0,0,0
"247",500000,1,1,46,1,17,43,15,4,320000,5000,13.1223633774043,12.6760762747759,8.51719319141624,1.5625,3
"248",0,0,1,60,1,17,58,14,2,60000,0,0,11.0020998412042,0,0,2
"249",0,0,1,37,1,16,37,16,2,80000,0,0,11.289781913656,0,0,0
"250",30000,1,1,47,1,15,48,17,3,100000,1200,10.3089526606443,11.5129254649702,7.09007683577609,0.3,1
"251",40000,1,0,51,0,16,0,0,1,42000,0,10.5966347330961,10.6454248972655,0,0.952380952380952,0
"252",3000,1,1,43,1,15,43,12,4,52000,1000,8.00636756765025,10.8589989975636,6.90775527898214,0.0576923076923077,0
"253",250000,1,1,55,1,14,48,13,2,54000,100000,12.4292161968444,10.8967393255464,11.5129254649702,4.62962962962963,7
"254",1850000,1,1,46,1,16,45,16,5,60000,1200,14.4306961970545,11.0020998412042,7.09007683577609,30.8333333333333,1
"255",0,0,0,33,0,17,0,0,1,45000,0,0,10.7144177687525,0,0,0
"256",50000,1,1,69,1,12,67,14,2,4000,2600,10.8197782844103,8.29404964010203,7.86326672400957,12.5,2
"257",0,0,0,55,0,16,0,0,1,27000,0,0,10.2035921449865,0,0,0
"259",0,0,0,43,0,12,0,0,3,36000,0,0,10.4912742174382,0,0,0
"260",0,0,1,38,1,16,40,15,6,47000,0,0,10.7579028806922,0,0,2
"261",150000,1,0,43,0,17,0,0,1,110000,5000,11.9183905730784,11.6082356447746,8.51719319141624,1.36363636363636,0
"262",0,0,1,33,1,14,33,9,2,30000,0,0,10.3089526606443,0,0,0
"263",50000,1,0,24,0,16,0,0,2,15000,0,10.8197782844103,9.61580548008435,0,3.33333333333333,0
"264",0,0,0,72,0,15,0,0,1,5200,1500,0,8.55641390456952,7.3132203870903,0,0
"265",0,0,0,68,0,13,0,0,1,2000,0,0,7.60090245954208,0,0,0
"266",100000,1,1,38,1,17,34,16,5,50000,2000,11.5129254649702,10.8197782844103,7.60090245954208,2,4
"267",50000,1,1,62,1,17,59,17,2,310000,2800,10.8197782844103,12.6443275764613,7.9373746961633,0.161290322580645,3
"268",72000,1,0,45,0,17,0,0,1,65000,500,11.1844213979982,11.0821425488778,6.21460809842219,1.10769230769231,0
"269",120000,1,0,35,0,17,0,0,1,54000,600,11.6952470217642,10.8967393255464,6.39692965521615,2.22222222222222,0
"270",220000,1,1,50,1,12,52,14,3,92000,800,12.3013828253345,11.4295438560312,6.68461172766793,2.39130434782609,2
"271",200000,1,1,34,1,12,33,16,4,110000,500,12.2060726455302,11.6082356447746,6.21460809842219,1.81818181818182,1
"272",800000,1,1,42,1,14,40,12,6,254000,30000,13.5923670066501,12.4450895460007,10.3089526606443,3.1496062992126,2
"273",0,0,1,42,1,7,49,12,2,35000,2800,0,10.4631033404715,7.9373746961633,0,7
